,source,id_source,target,id_target,weights
5078,paul2111625,1055437448694689792,BillKristol,2800581040,0.0
5079,nayasala,101532348,POTUS,1349149096909668363,0.0
5080,nayasala,101532348,inmyownfashion,1187495878858293250,0.0
5081,nayasala,101532348,herosnvrdie69,862745318315765760,0.0
5082,nayasala,101532348,gaijingirl2004,18097569,0.0
5083,nayasala,101532348,davidsirota,14855994,0.0
5084,nayasala,101532348,Yamiche,89887215,0.0
5085,paul47evans,2732783397,DarrenPlymouth,791672814017347584,0.0
5086,nayasala,101532348,RoseAnnDeMoro,573842268,0.0
5087,nayasala,101532348,RickSmithShow,40145940,0.0
5088,nellvwiley,4846298811,JoeBiden,939091,0.0
5089,nellvwiley,4846298811,KamalaHarris,30354991,0.0
5090,nellvwiley,4846298811,NYGovCuomo,232268199,0.0
5091,nliteninc,1590592436,AmirAminiMD,47340859,0.0
5092,njmike731,15592151,AaronParnas,3103505578,0.0
5093,njmike731,15592151,1988Vor,819736080882733056,0.0
5094,njfasteddie,246998197,vulture,24216951,0.0
5095,njeanous,61349124,realDonaldTrump,25073877,0.0
5096,njeanous,61349124,TulsiPress,1064206014,0.0
5097,njeanous,61349124,JohnRJohnson,17367078,0.0
5098,njeanous,61349124,HillaryClinton,1339835893,0.0
5099,njeanous,61349124,BernieSanders,216776631,0.0
5100,njcathie,39780143,AlexKhrebet,86302370,0.0
5101,nivnos33,1936185427,gaypraxis,710069753990266880,0.0
5102,pamelabwell,250885899,realDonaldTrump,25073877,0.0
5103,nivnos33,1936185427,TrumpWarRoom,1108472017144201216,0.0
5104,nitadidit,525543893,VP,803694179079458816,0.0
5105,pamelabwell,250885899,taradublinrocks,51241418,0.0
5106,nishaarjunpate1,1274833082839977985,ANI,355989081,0.0
5107,nirajny,170819445,realDonaldTrump,25073877,0.0
5108,niomija,1121978152094449664,CNN,759251,0.0
5109,ninohodl,49320152,mtgreenee,826065164504006657,0.0
5110,ninohodl,49320152,RepMTG,1344356576786866176,0.0
5111,njshore,15387287,MysterySolvent,1094713876132872192,0.0
5112,nliteninc,1590592436,LisaDNews,114050808,0.0
5113,pamelabwell,250885899,JoeBiden,939091,0.0
5114,nliteninc,1590592436,krystalball,21862217,0.0
5115,nmbewitched,939208429394051072,rollca49,178581230,0.0
5116,nmbewitched,939208429394051072,reddogsusie,3292597556,0.0
5117,nmbewitched,939208429394051072,ckarr2,17792787,0.0
5118,pamelabwell,250885899,MikeBloomberg,16581604,0.0
5119,pamelabwell,250885899,TomSteyer,949934436,0.0
5120,nmbewitched,939208429394051072,WinglessBird_,3100613023,0.0
5121,nmbewitched,939208429394051072,SecDebHaaland,1370049534831824901,0.0
5122,nmbewitched,939208429394051072,SandraK93322487,2324202086,0.0
5123,nmbewitched,939208429394051072,RevengeBunny,1460038886,0.0
5124,pamelabwell,250885899,WordswithSteph,339351467,0.0
5125,nmbewitched,939208429394051072,MustangRehab,2584680678,0.0
5126,nmbewitched,939208429394051072,MelissaRNMBA,113527315,0.0
5127,nmbewitched,939208429394051072,JustMelissa81,1348712299209568256,0.0
5128,nmbewitched,939208429394051072,Janetlynne211,864933435256844288,0.0
5129,nmbewitched,939208429394051072,Englercanyon,992483570236252161,0.0
5130,nmbewitched,939208429394051072,DebraDragonhea2,4772894892,0.0
5131,nmbewitched,939208429394051072,DebbieS00060220,894855932924108801,0.0
5132,nmbewitched,939208429394051072,AnnyMay76963772,1381633563385339907,0.0
5133,nmbewitched,939208429394051072,4paws8,944722255,0.0
5134,ninohodl,49320152,JoeBiden,939091,0.0
5135,ninohodl,49320152,AntonioSabatoJr,1518719815640395777,0.0
5136,ninjasamerica,43547025,LABeachGal1,61008839,0.0
5137,niniyako28,3320562114,stengel,807357676300730368,0.0
5138,pamnsc,738486583725305857,ArlenWms,20009204,0.0
5139,pamnsc,738486583725305857,BreitbartNews,457984599,0.0
5140,ninderry123,2850509662,dailytelegraph,9235982,0.0
5141,nina_the_gr8,272126093,realDonaldTrump,25073877,0.0
5142,nimbornone,4131978615,tedlieu,21059255,0.0
5143,pamnsc,738486583725305857,EpochTimes,29097819,0.0
5144,pamnsc,738486583725305857,JessieJaneDuff,478855762,0.0
5145,pamnsc,738486583725305857,RichardViguerie,39295587,0.0
5146,nimbornone,4131978615,Surgeon_General,455024343,0.0
5147,nima6283,1421635410338385921,irinatsukerman_,11769862,0.0
5148,niknafsafshin,881573229005025282,POTUS,1349149096909668363,0.0
5149,niknafsafshin,881573229005025282,MHackman,15977275,0.0
5150,nikkiwatitdo,532275984,chrislongview,800570658929262592,0.0
5151,nikkiwatitdo,532275984,JoeBiden,939091,0.0
5152,nikkimulholland,21883931,w_terrence,47293791,0.0
5153,nikkimulholland,21883931,realDonaldTrump,25073877,0.0
5154,nikitawbdv,395083690,ninaturner,188793260,0.0
5155,nikitawbdv,395083690,JoeBiden,939091,0.0
5156,pamnsc,738486583725305857,SteveGuest,341194704,0.0
5157,ninderry123,2850509662,mirandadevine,32201297,0.0
5158,niniyako28,3320562114,Acyn,16635277,0.0
5159,niniyako28,3320562114,AshleyRParker,33919343,0.0
5160,pamelaw04214535,1257410036059582464,cspan,15675138,0.0
5161,pamelaw04214535,1257410036059582464,JoeBiden,939091,0.0
5162,niniyako28,3320562114,maureendowd,59145948,0.0
5163,pamelaw04214535,1257410036059582464,Yamiche,89887215,0.0
5164,niniyako28,3320562114,jeremyscahill,23839835,0.0
5165,niniyako28,3320562114,business,34713362,0.0
5166,niniyako28,3320562114,ZaidJilani,66533920,0.0
5167,niniyako28,3320562114,WhiteHouse,1323730225067339784,0.0
5168,niniyako28,3320562114,WHCOS,1351284403801108481,0.0
5169,niniyako28,3320562114,TwitterMktgJP,632708673,0.0
5170,niniyako28,3320562114,CREWcrew,22187085,0.0
5171,pamfarrel,19354906,DailyCaller,39308549,0.0
5172,niniyako28,3320562114,Tom_Winter,27101698,0.0
5173,pamfarrel,19354906,PressSec,1349170292564905988,0.0
5174,pamiamsc,1023142447,BlessedRealtor,58018298,0.0
5175,niniyako28,3320562114,NBCNews,14173315,0.0
5176,pamiamsc,1023142447,DLoesch,7702542,0.0
5177,pamiamsc,1023142447,JoeBiden,939091,0.0
5178,niniyako28,3320562114,GStephanopoulos,17074440,0.0
5179,pamelabwell,250885899,KamalaHarris,30354991,0.0
5180,pamelabwell,250885899,HKrassenstein,963790885937995777,0.0
5181,nellvwiley,4846298811,PressSec,1349170292564905988,0.0
5182,palimenoforgad1,1261806630141923329,otisrex,316644562,0.0
5183,palimenoforgad1,1261806630141923329,parler_app,973684455725350915,0.0
5184,palimenoforgad1,1261806630141923329,scrantonville,1028382947605401600,0.0
5185,palimenoforgad1,1261806630141923329,seacreaturemama,1167621855483707392,0.0
5186,nojustice4india,1520268567681585152,elonmusk,44196397,0.0
5187,nojustice4india,1520268567681585152,WholeMarsBlog,1263491240336769026,0.0
5188,noirrider,2907392370,JoeBiden,939091,0.0
5189,noirmale9,3152159628,harrisonjaime,73754019,0.0
5190,noirmale9,3152159628,SistahScholar,19948174,0.0
5191,palimenoforgad1,1261806630141923329,serena_patriot,1342177382220914690,0.0
5192,noirmale9,3152159628,LindseyGrahamSC,432895323,0.0
5193,noirmale9,3152159628,K_JeanPierre,18533219,0.0
5194,noirmale9,3152159628,JoyAnnReid,49698134,0.0
5195,palimenoforgad1,1261806630141923329,shit_gop,1329682409302806530,0.0
5196,palimenoforgad1,1261806630141923329,shopgirl479,17351604,0.0
5197,noirmale9,3152159628,DrewMcCaskill,499840041,0.0
5198,noirmale9,3152159628,DNC,722793491059769344,0.0
5199,palimenoforgad1,1261806630141923329,stayceespeaks,810355017257455620,0.0
5200,palimenoforgad1,1261806630141923329,susanlt53,1267648272652533762,0.0
5201,nogovelites,75307929,staceyabrams,216065430,0.0
5202,nolagirlsaint,489063225,DougDucey,20217019,0.0
5203,palimenoforgad1,1261806630141923329,nytimes,807095,0.0
5204,nmbluevoter,792176684266954752,atrupar,288277167,0.0
5205,nolietees,1301535518753259522,Bill_Maxwell_,958555581198954497,0.0
5206,palimenoforgad1,1261806630141923329,WhiteHouse,1323730225067339784,0.0
5207,nomorearep,2704792494,WonderKing82,1153603275306033152,0.0
5208,nomasnaranja,1226572379955986432,Raging_Red,35779221,0.0
5209,nomasnaranja,1226572379955986432,JoeBiden,939091,0.0
5210,nomasnaranja,1226572379955986432,GOPLeader,19739126,0.0
5211,nomalarkeyjoe1,1335312581104320513,WhipClyburn,188019606,0.0
5212,palimenoforgad1,1261806630141923329,amyewalter,50073507,0.0
5213,nomalarkeyjoe1,1335312581104320513,SpeakerPelosi,15764644,0.0
5214,nomalarkeyjoe1,1335312581104320513,JoeBiden,939091,0.0
5215,palimenoforgad1,1261806630141923329,an0910gel,29227118,0.0
5216,palimenoforgad1,1261806630141923329,bhennrich,178156240,0.0
5217,palimenoforgad1,1261806630141923329,fireman452a,2439127994,0.0
5218,nomalarkeyjoe1,1335312581104320513,COVIDOversight,1257758638275473409,0.0
5219,palimenoforgad1,1261806630141923329,jason_meister,2325924517,0.0
5220,palimenoforgad1,1261806630141923329,kevinfritzsche4,907814411204792320,0.0
5221,palimenoforgad1,1261806630141923329,lovsenature,1123989628124573698,0.0
5222,nolietees,1301535518753259522,joncoopertweets,27493883,0.0
5223,palimenoforgad1,1261806630141923329,melajessi_1,1296266928139448320,0.0
5224,nolietees,1301535518753259522,POTUS,1349149096909668363,0.0
5225,nogovelites,75307929,realDonaldTrump,25073877,0.0
5226,palimenoforgad1,1261806630141923329,the3drifters,1001974229552783365,0.0
5227,palimenoforgad1,1261806630141923329,thehill,1917731,0.0
5228,palimenoforgad1,1261806630141923329,therecount,1087380412089987077,0.0
5229,pamela12632553,605727932,Americanwoman00,1407978841428086786,0.0
5230,nobodyforprezzz,860628475,KenJennings,234270825,0.0
5231,nobodyforprezzz,860628475,DNC,722793491059769344,0.0
5232,nobody_special1,212716225,passantino,2267241,0.0
5233,nobody_special1,212716225,mat,11113,0.0
5234,nobody_special1,212716225,inmyownfashion,1187495878858293250,0.0
5235,nobody_special1,212716225,chrisjollyhale,23318036,0.0
5236,nobody_special1,212716225,TinaDesireeBerg,16411851,0.0
5237,pamela12632553,605727932,Chicago1Ray,817158775610179584,0.0
5238,pamela12632553,605727932,MaryPatriotNews,3448846420,0.0
5239,nobody_special1,212716225,BernieSanders,216776631,0.0
5240,pamela12632553,605727932,kimguilfoyle,25101996,0.0
5241,nobody_special1,212716225,BarackObama,813286,0.0
5242,pamela12632553,605727932,my3monkees,22663306,0.0
5243,pamela12632553,605727932,realDailyWire,4081106480,0.0
5244,nobody_special1,212716225,AhmedBaba_,3187848737,0.0
5245,nmforliberty,1255898727732006912,HolySpiritHoly2,1177036863866994688,0.0
5246,pamela12632553,605727932,realDonaldTrump,25073877,0.0
5247,pamelabwell,250885899,GeeGeeAkili,525783599,0.0
5248,paly520,940748728520134657,mel_faith1,3346214092,0.0
5249,nobodyforprezzz,860628475,RealSteveCox,149402723,0.0
5250,nobodyforprezzz,860628475,ShannaPersin,1238777553902501889,0.0
5251,nogoinback,822979793020981249,AP,51241574,0.0
5252,nogovelites,75307929,clawless_92,43826074,0.0
5253,nogovelites,75307929,StephenLawson_,21269372,0.0
5254,palomatheboston,259509924,terri_____,1155887186715316230,0.0
5255,nogovelites,75307929,Serienya,817370052542550017,0.0
5256,paltarajan,1007703283400523776,DanielEBennett,129562199,0.0
5257,paltarajan,1007703283400523776,DaniellaMicaela,1132012321,0.0
5258,nogovelites,75307929,RyanAFournier,166751745,0.0
5259,nogovelites,75307929,MLB,18479513,0.0
5260,nogodznomasterz,4489808414,Greg_Palast,15450660,0.0
5261,nobodyforprezzz,860628475,SptaoS,1320871211770040332,0.0
5262,noelletmd,786704913447395328,RealJamesWoods,78523300,0.0
5263,noclanfrank,756698405427175425,TomiLahren,468646961,0.0
5264,paltarajan,1007703283400523776,TimInHonolulu,19080151,0.0
5265,nochalbestiny,73826119,WillowNBirch,909551747319816192,0.0
5266,paly520,940748728520134657,JodyBelcher7,1181952938266304512,0.0
5267,nobodyforprezzz,860628475,zoyaislove,1044031247767334912,0.0
5268,nobodyforprezzz,860628475,rozacalderon,24742001,0.0
5269,nobodyforprezzz,860628475,TheDemocrats,14377605,0.0
5270,nikiredpill,1276653291313795073,deepsdog17,1277611848926400512,0.0
5271,nikihamedi,758186902289645569,elliielle,1244730845379866624,0.0
5272,nikihamedi,758186902289645569,chantaladasilva,333643875,0.0
5273,newkirk3newkirk,1447539485969879044,SenSanders,29442313,0.0
5274,pansyofficially,1597898436,Lupinfan83,74077694,0.0
5275,newfoundstudio,960738722596753408,SenSchumer,17494010,0.0
5276,newenglander54,987760091842609153,weijia,170699708,0.0
5277,pansyofficially,1597898436,Nelson00Kelley,805431908934950912,0.0
5278,pansyofficially,1597898436,Odoylerulez3,1247944074134540300,0.0
5279,newenglander54,987760091842609153,ddale8,225265639,0.0
5280,newenglander54,987760091842609153,PhilipRucker,59331128,0.0
5281,newenglander54,987760091842609153,LatinoCoalition,50039961,0.0
5282,newenglander54,987760091842609153,GOPChairwoman,2353605901,0.0
5283,newenglander54,987760091842609153,CNNPolitics,13850422,0.0
5284,newellbaldelli,1364447647,NancyLeeGrahn,27491578,0.0
5285,newarkguy1973,710111395,JoeBiden,939091,0.0
5286,new_allyo,823535138432749569,rolandsmartin,16116288,0.0
5287,new_allyo,823535138432749569,joshtpm,21268897,0.0
5288,new_allyo,823535138432749569,donwinslow,255812611,0.0
5289,new_allyo,823535138432749569,TPM,14717197,0.0
5290,pansyofficially,1597898436,Patrick38403611,1223312987731218433,0.0
5291,new_allyo,823535138432749569,PeewitSugar,898627297590300673,0.0
5292,neverland_ecila,887688979516182528,rob_willeford,772381908,0.0
5293,newherizon20,931370827,USEmbassyAddis,2438067822,0.0
5294,newkirk3newkirk,1447539485969879044,elonmusk,44196397,0.0
5295,pamnsc,738486583725305857,jamesmsimpson,22869663,0.0
5296,pansyofficially,1597898436,Juanita1Sanchez,1262160297243996160,0.0
5297,newsraters,1269798163424202753,bsmitch007,44884247,0.0
5298,newsraters,1269798163424202753,USA_KAGA_2020,2512656002,0.0
5299,pansyofficially,1597898436,DebtsAmerican,1164927155354132480,0.0
5300,newsraters,1269798163424202753,BearExtracts,1242640112535494657,0.0
5301,newspirit2020,1198251478445699073,joncoopertweets,27493883,0.0
5302,newspirit2020,1198251478445699073,RepGalonski,875722748206751744,0.0
5303,newspirit2020,1198251478445699073,JoeBiden,939091,0.0
5304,newsjunky12345,1137837038328320005,realDonaldTrump,25073877,0.0
5305,newsjunkie_ky,19664992,KurtSchlichter,18089606,0.0
5306,newsethwilliams,18147908,JDCocchiarella,713752653289955329,0.0
5307,news_lnc,1022565406526058496,washingtonpost,2467791,0.0
5308,news_lnc,1022565406526058496,thehill,1917731,0.0
5309,newrocgirl2,1143259416785018886,kenolin1,164679813,0.0
5310,newrocgirl2,1143259416785018886,JoeBiden,939091,0.0
5311,newrocgirl2,1143259416785018886,BernieSanders,216776631,0.0
5312,pansyofficially,1597898436,GravelInstitute,14709326,0.0
5313,newlondon123,2685627318,WatcherGuru,1387497871751196672,0.0
5314,pansyofficially,1597898436,Gyra_Solune,742174112580308993,0.0
5315,newlondon123,2685627318,RepNancyMace,1343597700542038017,0.0
5316,neverland_ecila,887688979516182528,amyklobuchar,33537967,0.0
5317,pansyofficially,1597898436,RealTimBlack,1013374544,0.0
5318,neverhilly,2926519852,GOPLeader,19739126,0.0
5319,pansyofficially,1597898436,RedwoodGirl,15174190,0.0
5320,pansyofficially,1597898436,judijorgensen,712753866,0.0
5321,nessa90291,3250434205,JoeBiden,939091,0.0
5322,neptunedaze,999982985830174720,cbslocal,14836690,0.0
5323,neptunedaze,999982985830174720,CBSMiami,16334281,0.0
5324,neptunedaze,999982985830174720,CBSLA,24928809,0.0
5325,nepatriotsmass,35321450,marklevinshow,38495835,0.0
5326,nepatriotsmass,35321450,David31130312,1509551118778523649,0.0
5327,neosonian,1138982306310434816,realDonaldTrump,25073877,0.0
5328,neosonian,1138982306310434816,SenTedCruz,1074480192,0.0
5329,nelsontorres,24046401,laralogan,1098091506886471680,0.0
5330,pansyofficially,1597898436,kurteichenwald,215207998,0.0
5331,nelsontorres,24046401,DEFCONWSALERTS,350379608,0.0
5332,pansyofficially,1597898436,neolibtarded,1504183773285343236,0.0
5333,pansyofficially,1597898436,peterdaou,18464266,0.0
5334,nelsonclan,33109687,brianstelter,14515799,0.0
5335,nellvwiley,4846298811,wolfblitzer,71294756,0.0
5336,nellvwiley,4846298811,melbournecoal,29986482,0.0
5337,nellvwiley,4846298811,llerer,12670512,0.0
5338,nellvwiley,4846298811,jrpsaki,388513351,0.0
5339,pansyofficially,1597898436,iceberg171,2824991076,0.0
5340,pansyofficially,1597898436,hazykh13,1112776386102657024,0.0
5341,nesting4awhile,2596733485,B52Malmet,2876041031,0.0
5342,pansyofficially,1597898436,beepbeeptaco,934553457935175680,0.0
5343,pansyofficially,1597898436,SpockResists,801100959652970496,0.0
5344,neverbow,1225898684765831168,seanmdav,36529101,0.0
5345,neverbow,1225898684765831168,RepMattGaetz,818948638890217473,0.0
5346,neverbow,1225898684765831168,MikeTyson,156132825,0.0
5347,neverbow,1225898684765831168,MZHemingway,18005085,0.0
5348,neverbow,1225898684765831168,LJT_is_me,787736606195277824,0.0
5349,neverbow,1225898684765831168,FrankCota626,1281016782292004864,0.0
5350,pansyofficially,1597898436,VentaDarling,758816691736367108,0.0
5351,neverbow,1225898684765831168,ComingToUK,1216445719407681537,0.0
5352,nesting4awhile,2596733485,EsoOrc,804449481492025344,0.0
5353,neverbow,1225898684765831168,BackAgainPeeps,1406418973407776770,0.0
5354,neuyoricansoul,281536519,DavidCornDC,15220768,0.0
5355,nettangel7,1439072737,howllr,912490588649299968,0.0
5356,netsanethayman,2501989452,POTUS,1349149096909668363,0.0
5357,netaniyanta,1108608568364687360,UPP_Polls,1132185009920413696,0.0
5358,netadvisor,94607882,ThePlumLineGS,20508720,0.0
5359,netadvisor,94607882,Mynorthwest,21224486,0.0
5360,pansyofficially,1597898436,ericnamofficial,390274454,0.0
5361,newstouse,29580146,KellyM716,447729957,0.0
5362,pansyofficially,1597898436,DanPriceSeattle,2172596028,0.0
5363,newstouse,29580146,TheDemocrats,14377605,0.0
5364,ngff384,68161495,JackPosobiec,592730371,0.0
5365,nicelady105,1449625616,CaravaggioGhost,324440331,0.0
5366,nicelady105,1449625616,AshleySha512,1567120896,0.0
5367,nhhome12,4630508963,ari_russian,3284358254,0.0
5368,nhhome12,4630508963,KaceyMusgraves,30925378,0.0
5369,nhhome12,4630508963,JoeBiden,939091,0.0
5370,nhhome12,4630508963,GlenWoodfin,15793787,0.0
5371,pamnsc,738486583725305857,realDonaldTrump,25073877,0.0
5372,nh_jim,1071148231,tedcruz,23022687,0.0
5373,nh_jim,1071148231,realDonaldTrump,25073877,0.0
5374,nh_jim,1071148231,glennkirschner2,1003107003693137921,0.0
5375,nh_jim,1071148231,YouTube,10228272,0.0
5376,nh_jim,1071148231,MarisaOzbat,1050203915369746432,0.0
5377,nh_jim,1071148231,LindseyGrahamSC,432895323,0.0
5378,pamnsc,738486583725305857,roxi_usa,953802355610284032,0.0
5379,nh03054,290847775,starfishnlatte,2452202918,0.0
5380,nh03054,290847775,randygca,90413906,0.0
5381,nh03054,290847775,FoxNews,1367531,0.0
5382,nh03054,290847775,Antagonist_1,1524804830258151425,0.0
5383,ngh2017,922130975672455170,ckuck,16105846,0.0
5384,nicelady105,1449625616,aleuru510,2222666510,0.0
5385,nicholasfiumar1,2628953985,ABC,28785486,0.0
5386,nicholasfiumar1,2628953985,ABCNewsLive,384438102,0.0
5387,niim14216163,1280285937381945346,EllumeHealth,795877628267724801,0.0
5388,nikihamedi,758186902289645569,SecBlinken,1350150750966603777,0.0
5389,pamnsc,738486583725305857,kyleolson4,92176455,0.0
5390,pamnsc,738486583725305857,leohohmann,127050046,0.0
5391,nikihamedi,758186902289645569,DeptofDefense,66369181,0.0
5392,niim14216163,1280285937381945346,michaelmina_lab,1094762324097822720,0.0
5393,niim14216163,1280285937381945346,QIAGEN,38148704,0.0
5394,niim14216163,1280285937381945346,GSK,5383942,0.0
5395,pamnsc,738486583725305857,news_ntd,1060573081935249409,0.0
5396,nightdiva,15496428,POTUS,1349149096909668363,0.0
5397,pamnsc,738486583725305857,peterschweizer,62876780,0.0
5398,niggahnews,986022129358471168,realDonaldTrump,25073877,0.0
5399,niggahnews,986022129358471168,joncoopertweets,27493883,0.0
5400,nigeace,31178944,Nigel_Farage,19017675,0.0
5401,niehaus_carl,836462730286608384,medit8now,48508532,0.0
5402,nidaba07,2592607476,MHReddell,917189052545196032,0.0
5403,nickluca12,453841499,POTUS,1349149096909668363,0.0
5404,nickbur82093563,1196959862573469697,clabbe87,2380474497,0.0
5405,nickbur82093563,1196959862573469697,CheeeOnGab,811168034,0.0
5406,ngh2017,922130975672455170,Monali24851456,1312976088885276672,0.0
5407,pamnsc,738486583725305857,susancrabtree,21333396,0.0
5408,newstouse,29580146,TheLeoTerrell,1212806053907185664,0.0
5409,ngff384,68161495,BobLonsberry,267283006,0.0
5410,newsyonetoo,50736471,MittRomney,50055701,0.0
5411,newsyonetoo,50736471,MiaFarrow,33235771,0.0
5412,newsyonetoo,50736471,KamalaHarris,30354991,0.0
5413,pandadollbaby,21693961,politicususa,14792049,0.0
5414,pangea_fourfive,1316580705258799105,JoeBiden,939091,0.0
5415,pangea_fourfive,1316580705258799105,KamalaHarris,30354991,0.0
5416,pangea_fourfive,1316580705258799105,kylegriffin1,32871086,0.0
5417,pangea_fourfive,1316580705258799105,tedlieu,21059255,0.0
5418,pangwans,851802276,AOC,138203134,0.0
5419,newswat82877157,1353554379878637568,ERIKA9694,43204408,0.0
5420,newsumissed2021,1169973984441622528,kate_manne,2549031829,0.0
5421,pansyofficially,1597898436,BrandXJazz,827562576162783232,0.0
5422,newsumissed2021,1169973984441622528,NewEagleLife,1155231086,0.0
5423,newsuendo,1054540484549509120,MaddowBlog,91180720,0.0
5424,pansyofficially,1597898436,Cjet_Official,3360747893,0.0
5425,newsuendo,1054540484549509120,MSNBC,2836421,0.0
5426,pansyofficially,1597898436,CobbBenefield,2715679849,0.0
5427,pansyofficially,1597898436,DNC,722793491059769344,0.0
5428,newstouse,29580146,seanhannity,41634520,0.0
5429,newsyonetoo,50736471,catturd2,1043185714437992449,0.0
5430,newsyonetoo,50736471,coppertime,26758509,0.0
5431,pandadollbaby,21693961,frankthebaldguy,109430973,0.0
5432,nexjql,2763859435,MSNBC,2836421,0.0
5433,nflaland,26039977,kylegriffin1,32871086,0.0
5434,pampin91735447,1347387329430880258,AnaCabrera,31565351,0.0
5435,pampin91735447,1347387329430880258,jaketapper,14529929,0.0
5436,nfinitejustice,122892459,AdamParkhomenko,18382184,0.0
5437,panchovillasmom,3307010886,DonaldJTrumpJr,39344374,0.0
5438,panchovillasmom,3307010886,JennaEllisEsq,778763106289758208,0.0
5439,panchovillasmom,3307010886,RealCandaceO,878247600096509952,0.0
5440,nexy64862608,1151094792228679688,POTUS,1349149096909668363,0.0
5441,nexjql,2763859435,LindseyReiser,26930792,0.0
5442,newyorker1010,60219461,Connectionary,28384772,0.0
5443,nexjql,2763859435,JulianCastro,19682187,0.0
5444,newyorkwander,1360752149718794245,samstein,15463671,0.0
5445,newyorkwander,1360752149718794245,justinbaragona,143500773,0.0
5446,newyorkwander,1360752149718794245,McFaul,454099919,0.0
5447,pandadollbaby,21693961,PoliticusSarah,63013144,0.0
5448,newyorkwander,1360752149718794245,LarryDiamond,17434219,0.0
5449,newyorker1010,60219461,MichelleObama,409486555,0.0
5450,newyorker1010,60219461,Conservativeind,60113766,0.0
5451,mrleburnette1,1160313796864499717,Jim_Jordan,18166778,0.0
5452,missstixy,91637012,FK8jrum,825912609849344000,0.0
5453,mrkingnewjersey,1117762081,FoxNews,1367531,0.0
5454,lrbitisnot,785327755214725120,Bf99Floyd,3158539489,0.0
5455,lrbitisnot,785327755214725120,Twitter,783214,0.0
5456,lrbitisnot,785327755214725120,SlowNewsDayShow,1045393576513794048,0.0
5457,lrbitisnot,785327755214725120,RobertVosFrere,4095804854,0.0
5458,lrbitisnot,785327755214725120,RisePDX,392450467,0.0
5459,lrbitisnot,785327755214725120,RemoveGOP,1358450684933373965,0.0
5460,lrbitisnot,785327755214725120,RachelMcGonagi1,892503448108904448,0.0
5461,lrbitisnot,785327755214725120,ODehaviland,3045259194,0.0
5462,lrbitisnot,785327755214725120,JackieG500K,1887722652,0.0
5463,lrbitisnot,785327755214725120,GoreNielsen,33622022,0.0
5464,lrbitisnot,785327755214725120,GOP,11134252,0.0
5465,lrbitisnot,785327755214725120,FrancaRose33,864173792863506433,0.0
5466,lrbitisnot,785327755214725120,ErniesVetHooch,1202096994883440641,0.0
5467,lrbitisnot,785327755214725120,575haiku,17403395,0.0
5468,ltd765,373457904,BroomallSteve,834843697791565824,0.0
5469,lrbitisnot,785327755214725120,2Small2Fail,3254949194,0.0
5470,loydmutua,475786842,JoeBiden,939091,0.0
5471,loydmutua,475786842,BarackObama,813286,0.0
5472,lowe110711,821281249528397825,RepPatFallon,1343258042704527362,0.0
5473,lovleeannwise,210990232,realDonaldTrump,25073877,0.0
5474,lovleeannwise,210990232,davidaxelrod,244655353,0.0
5475,lovleeannwise,210990232,WSJ,3108351,0.0
5476,lovleeannwise,210990232,Morning_Joe,254117355,0.0
5477,lovleeannwise,210990232,K_JeanPierre,18533219,0.0
5478,lovingmom_33,3164061847,JonFlan,62790685,0.0
5479,lovinglife9253,824776328348041217,mitsukos619,1336824135746428928,0.0
5480,lovesakiwi,800502587602583552,sfpelosi,15446551,0.0
5481,lrbitisnot,785327755214725120,USHEMP,32414658,0.0
5482,lrbitisnot,785327755214725120,april_kellinger,868142634534961152,0.0
5483,lrbitisnot,785327755214725120,bern20201,1102270968460918791,0.0
5484,lrbitisnot,785327755214725120,dyannleroy,18671275,0.0
5485,ltd765,373457904,ArvaChris,2162628020,0.0
5486,ltd765,373457904,2zzday,300937392,0.0
5487,ltd1974mba,88269046,thehill,1917731,0.0
5488,ltd1974mba,88269046,redbird45,35589445,0.0
5489,ltd1974mba,88269046,frd_w_k,16494054,0.0
5490,ltd1974mba,88269046,RobertaAAvery,706956296138821632,0.0
5491,ltd1974mba,88269046,Prophet_Of_Woe,759456974429761536,0.0
5492,ltd1974mba,88269046,GaryGrumbach,394101339,0.0
5493,ltd1974mba,88269046,AliVelshi,16378486,0.0
5494,ltcomdrdata,844045885604597761,thehill,1917731,0.0
5495,lt_misc,350317017,RealJamesWoods,78523300,0.0
5496,lshamptons,266379718,realDonaldTrump,25073877,0.0
5497,lshamptons,266379718,DineshDSouza,91882544,0.0
5498,lsedger,1294935649,JaneCaro,92932981,0.0
5499,lsalander13,160279987,djrothkopf,402888514,0.0
5500,lsalander13,160279987,SimonWDC,37738073,0.0
5501,lrh213,234213114,realDonaldTrump,25073877,0.0
5502,lrh213,234213114,gtconway3d,471677441,0.0
5503,lrh213,234213114,JoeBiden,939091,0.0
5504,lrbitisnot,785327755214725120,zullnero,1507118667321864198,0.0
5505,lrbitisnot,785327755214725120,zoom_us,1355303991643492353,0.0
5506,lrbitisnot,785327755214725120,tdswg,16840354,0.0
5507,lrbitisnot,785327755214725120,pahl_brighteyes,2800538812,0.0
5508,lrbitisnot,785327755214725120,maladamus,239140810,0.0
5509,lrbitisnot,785327755214725120,goaloa,218906099,0.0
5510,lovesakiwi,800502587602583552,JoeBiden,939091,0.0
5511,lovesakiwi,800502587602583552,DrSarah1on1,2420538914,0.0
5512,lovesakiwi,800502587602583552,DrBiden,821784477076750338,0.0
5513,louisvilleb2012,550031139,bush320,1243926760963661833,0.0
